PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I,Q9J,Q9K,Q9L
134942,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Same (Volunteered),Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
134943,Palestinian territories, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Worse off,Very favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable
134944,Palestinian territories, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Don't know,Worse off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable
134945,Palestinian territories, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Same (Volunteered),Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable
134946,Palestinian territories, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a lot,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
134947,Palestinian territories, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable
134948,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Worse off,Somewhat unfavorable,Very favorable,Somewhat favorable,Very unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable
134949,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
134950,Palestinian territories, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very favorable,Very favorable,Very favorable
134951,Palestinian territories, ,Satisfied, , ,Somewhat good,Improve a lot,Very good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable
134952,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
134953,Palestinian territories, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Improve a little,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable, ,Very unfavorable,Somewhat favorable,Very favorable,Somewhat favorable
134954,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
134955,Palestinian territories, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Remain the same,Better off,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
134956,Palestinian territories, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very favorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Very favorable
134957,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Same (Volunteered),Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable, ,Very favorable,Very favorable,Very favorable,Very favorable
134958,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Very favorable, ,Very unfavorable,Very favorable,Somewhat favorable,Very favorable
134959,Palestinian territories, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Very favorable
134960,Palestinian territories, ,Satisfied, , ,Somewhat good,Improve a lot,Very good,Improve a lot,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
134961,Palestinian territories, ,Dissatisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Same (Volunteered),Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
134962,Palestinian territories, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Same (Volunteered),Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
134963,Palestinian territories, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Same (Volunteered),Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Very favorable,Very favorable,Very favorable
134964,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Very good,Improve a lot,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
134965,Palestinian territories, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
134966,Palestinian territories, ,Dissatisfied, , ,Somewhat good,Improve a lot,Very good,Improve a lot,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
134967,Palestinian territories, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
134968,Palestinian territories, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable
134969,Palestinian territories, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat bad,Remain the same,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
134970,Palestinian territories, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Improve a little,Don't know,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
134971,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Remain the same,Very bad,Remain the same,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Don't know,Don't know,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable
134972,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Same (Volunteered),Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable
134973,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Don't know,Very unfavorable,Very unfavorable,Don't know,Very unfavorable,Don't know,Don't know,Don't know, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Don't know
134974,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Worse off,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Don't know,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Don't know
134975,Palestinian territories, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Improve a little,Same (Volunteered),Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable
134976,Palestinian territories, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
134977,Palestinian territories, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Improve a little,Same (Volunteered),Very unfavorable,Very unfavorable,Don't know,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable
134978,Palestinian territories, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Remain the same,Worse off,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
134979,Palestinian territories, ,Dissatisfied, , ,Very bad,Remain the same,Very bad,Improve a little,Same (Volunteered),Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very favorable
134980,Palestinian territories, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Remain the same,Worse off,Very unfavorable,Very unfavorable,Don't know,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
134981,Palestinian territories, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat good,Remain the same,Better off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
134982,Palestinian territories, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
134983,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Remain the same,Better off,Very unfavorable,Very unfavorable,Don't know,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
134984,Palestinian territories, ,Dissatisfied, , ,Very bad,Improve a little,Very good,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
134985,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Remain the same,Very good,Improve a little,Better off,Very unfavorable,Very unfavorable,Don't know,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable
134986,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Worse off,Very unfavorable,Very unfavorable,Don't know,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
134987,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Very good,Improve a little,Worse off,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable
134988,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a lot,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable
134989,Palestinian territories, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Remain the same,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
134990,Palestinian territories, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Worse off,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
134991,Palestinian territories, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Worsen a lot,Worse off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
134992,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Same (Volunteered),Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
134993,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
134994,Palestinian territories, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Worse off,Very unfavorable,Very unfavorable,Don't know,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Very favorable,Very favorable
134995,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
134996,Palestinian territories, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
134997,Palestinian territories, ,Dissatisfied, , ,Very bad,Remain the same,Very good,Remain the same,Worse off,Very unfavorable,Somewhat favorable,Don't know,Very unfavorable,Don't know,Somewhat unfavorable,Very favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
134998,Palestinian territories, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Remain the same,Worse off,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
134999,Palestinian territories, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Remain the same,Same (Volunteered),Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
135000,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Better off,Very unfavorable,Somewhat unfavorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
135001,Palestinian territories, ,Dissatisfied, , ,Very bad,Remain the same,Very bad,Improve a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
135002,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Don't know,Somewhat good,Remain the same,Worse off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Don't know,Very unfavorable, ,Very unfavorable,Very favorable,Very favorable,Somewhat favorable
135003,Palestinian territories, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Improve a little,Worse off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
135004,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Remain the same,Very good,Don't know,Same (Volunteered),Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
135005,Palestinian territories, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Don't know,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Don't know, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
135006,Palestinian territories, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Worsen a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Don't know, ,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
135007,Palestinian territories, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Improve a little,Same (Volunteered),Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Don't know
135008,Israel, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135009,Israel, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Remain the same,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , ,Somewhat unfavorable,Very unfavorable, 
135010,Israel, ,Dissatisfied, , ,Somewhat bad,Worsen a lot,Somewhat bad,Remain the same,Same (Volunteered),Somewhat favorable,Very favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135011,Israel, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Better off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135012,Israel, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat bad,Remain the same,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135013,Israel, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135014,Israel, ,Don't know, , ,Very bad,Remain the same,Somewhat bad,Worsen a little,Same (Volunteered),Somewhat favorable,Very favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135015,Israel, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135016,Israel, ,Dissatisfied, , ,Somewhat bad,Worsen a lot,Somewhat bad,Worsen a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Somewhat unfavorable,Somewhat unfavorable, 
135017,Israel, ,Dissatisfied, , ,Don't know,Worsen a little,Somewhat bad,Worsen a little,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135018,Israel, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Same (Volunteered),Somewhat favorable,Very favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135019,Israel, ,Dissatisfied, , ,Somewhat bad,Worsen a lot,Somewhat good,Remain the same,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135020,Israel, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135021,Israel, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135022,Israel, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a little,Better off,Very favorable,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135023,Israel, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Same (Volunteered),Somewhat favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135024,Israel, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable, , ,Somewhat unfavorable,Very unfavorable, 
135025,Israel, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , ,Very unfavorable,Very unfavorable, 
135026,Israel, ,Dissatisfied, , ,Somewhat good,Worsen a little,Somewhat bad,Improve a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135027,Israel, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Somewhat unfavorable,Somewhat unfavorable, 
135028,Israel, ,Satisfied, , ,Very bad,Remain the same,Somewhat good,Remain the same,Worse off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable, , ,Very unfavorable,Very unfavorable, 
135029,Israel, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135030,Israel, ,Dissatisfied, , ,Somewhat bad,Worsen a lot,Somewhat good,Remain the same,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135031,Israel, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Worsen a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135032,Israel, ,Dissatisfied, , ,Somewhat bad,Worsen a lot,Somewhat bad,Worsen a lot,Better off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135033,Israel, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135034,Israel, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
