PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G
130158,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
130159,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable
130160,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130161,China, ,Satisfied, , ,Somewhat good,Improve a lot,Very good,Improve a lot,Don't know,Very unfavorable,Somewhat unfavorable,Very favorable,Don't know,Very unfavorable,Very unfavorable,Don't know
130162,China, ,Satisfied, , ,Somewhat good,Improve a little,Very bad,Remain the same,Better off,Very unfavorable,Very unfavorable,Very favorable,Don't know,Very unfavorable,Don't know,Very unfavorable
130163,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Don't know
130164,China, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
130165,China, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable
130166,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Don't know,Don't know,Very favorable,Don't know,Don't know,Don't know,Don't know
130167,China, ,Satisfied, , ,Somewhat good,Improve a little,Very good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
130168,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
130169,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
130170,China, ,Dissatisfied, , ,Somewhat good,Improve a little,Very bad,Remain the same,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
130171,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
130172,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Worse off,Very unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable
130173,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a lot,Better off,Somewhat unfavorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
130174,China, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Somewhat bad,Improve a lot,Better off,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
130175,China, ,Satisfied, , ,Somewhat bad,Improve a lot,Somewhat bad,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
130176,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
130177,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
130178,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat bad,Improve a lot,Better off,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable
130179,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
130180,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
130181,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat bad,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130182,China, ,Satisfied, , ,Somewhat good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
130183,China, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable
130184,China, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable,Don't know,Very unfavorable
130185,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable
130186,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
130187,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
130188,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable
130189,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable
130190,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable,Very favorable,Somewhat favorable
130191,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable
130192,China, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Improve a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable
130193,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable
130194,China, ,Satisfied, , ,Very good,Improve a little,Somewhat bad,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable
130195,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable
130196,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
130197,China, ,Satisfied, , ,Very good,Improve a little,Somewhat bad,Improve a lot,Better off,Somewhat unfavorable,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
130198,China, ,Satisfied, , ,Very good,Improve a little,Somewhat bad,Improve a little,Better off,Don't know,Don't know,Very favorable,Don't know,Don't know,Don't know,Don't know
130199,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
130200,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very favorable
130201,China, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable
130202,China, ,Satisfied, , ,Somewhat bad,Improve a little,Very bad,Don't know,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know
130203,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Very favorable,Don't know,Don't know
130204,China, ,Satisfied, , ,Somewhat bad,Improve a lot,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
130205,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Don't know,Don't know,Somewhat favorable,Don't know
130206,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130207,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable
130208,China, ,Satisfied, , ,Somewhat good,Don't know,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
130209,China, ,Satisfied, , ,Don't know,Improve a lot,Somewhat good,Improve a little,Better off,Very favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable
130210,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
130211,China, ,Dissatisfied, , ,Somewhat good,Worsen a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
130212,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
130213,China, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable
130214,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable
130215,China, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
130216,China, ,Satisfied, , ,Somewhat good,Improve a little,Don't know,Remain the same,Better off,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
130217,China, ,Dissatisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable
130218,China, ,Dissatisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable
130219,China, ,Dissatisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable
130220,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable
130221,China, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Same (Volunteered),Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
130222,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
130223,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130224,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Don't know,Very favorable,Very favorable,Very favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable
130225,China, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
130226,China, ,Satisfied, , ,Don't know,Improve a lot,Somewhat good,Improve a lot,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable
130227,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Don't know,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
130228,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable
130229,China, ,Satisfied, , ,Don't know,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable
130230,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130231,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Don't know,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable
130232,China, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
130233,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a little,Worse off,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable
130234,China, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable
130235,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable
130236,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable
130237,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable
130238,China, ,Dissatisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
130239,China, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
130240,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable
130241,China, ,Satisfied, , ,Somewhat bad,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable
130242,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Worse off,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable
130243,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
130244,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
130245,China, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable
130246,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
130247,China, ,Satisfied, , ,Somewhat bad,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
130248,China, ,Satisfied, , ,Very good,Improve a little,Somewhat bad,Remain the same,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
130249,China, ,Satisfied, , ,Very good,Improve a little,Somewhat bad,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very favorable
130250,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
130251,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
130252,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable
130253,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Very unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
130254,China, ,Satisfied, , ,Very good,Improve a little,Very good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
130255,China, ,Satisfied, , ,Very good,Improve a little,Somewhat bad,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
130256,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
130257,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable
130258,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
130259,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
130260,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
130261,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable
130262,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
130263,China, ,Satisfied, , ,Very good,Remain the same,Somewhat good,Remain the same,Better off,Don't know,Very unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Don't know
130264,China, ,Satisfied, , ,Don't know,Remain the same,Somewhat bad,Improve a little,Better off,Don't know,Very unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know
130265,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Don't know,Don't know
130266,China, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Don't know,Don't know,Don't know,Don't know,Somewhat favorable,Somewhat favorable,Don't know,Very unfavorable,Don't know
130267,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know
130268,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable
130269,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable
130270,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
130271,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very favorable
130272,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a lot,Better off,Very favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
130273,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
130274,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
130275,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable
130276,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable
130277,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
130278,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know
130279,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable
130280,China, ,Satisfied, , ,Very good,Don't know,Somewhat bad,Improve a little,Don't know,Very unfavorable,Very unfavorable,Very favorable,Don't know,Don't know,Don't know,Don't know
130281,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat unfavorable,Very favorable,Don't know,Somewhat favorable,Don't know,Very unfavorable
130282,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
130283,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Same (Volunteered),Very unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know
130284,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know
130285,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know
130286,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know
130287,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
130288,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
130289,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Very favorable,Very unfavorable,Very unfavorable
