PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I
140862,Venezuela, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Remain the same,Worse off,Very favorable,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
140863,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Somewhat good,Improve a lot,Better off,Very favorable,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
140864,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable,Very favorable, , 
140865,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140866,Venezuela, ,Don't know, , ,Somewhat bad,Improve a lot,Somewhat good,Improve a lot,Better off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
140867,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable, , 
140868,Venezuela, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable, , 
140869,Venezuela, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Improve a lot,Better off,Very favorable,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
140870,Venezuela, ,Satisfied, , ,Somewhat good,Don't know,Somewhat good,Remain the same,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140871,Venezuela, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
140872,Venezuela, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Don't know,Don't know,Don't know, , 
140873,Venezuela, ,Satisfied, , ,Very good,Remain the same,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Somewhat favorable,Somewhat unfavorable,Don't know, , 
140874,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable, , 
140875,Venezuela, ,Satisfied, , ,Somewhat good,Don't know,Somewhat good,Remain the same,Don't know,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140876,Venezuela, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140877,Venezuela, ,Dissatisfied, , ,Very bad,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140878,Venezuela, ,Dissatisfied, , ,Very bad,Improve a lot,Somewhat good,Improve a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, , 
140879,Venezuela, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat bad,Improve a lot,Better off,Very favorable,Very favorable,Very favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable, , 
140880,Venezuela, ,Satisfied, , ,Somewhat bad,Worsen a little,Very bad,Remain the same,Worse off,Very unfavorable,Very unfavorable,Don't know,Don't know,Somewhat unfavorable,Somewhat unfavorable,Don't know, , 
140881,Venezuela, ,Dissatisfied, , ,Somewhat bad,Don't know,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable, , 
140882,Venezuela, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Don't know,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable, , 
140883,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very favorable,Very unfavorable,Very unfavorable, , 
140884,Venezuela, ,Don't know, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Very favorable,Don't know,Very unfavorable, , 
140885,Venezuela, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Don't know,Somewhat favorable,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable, , 
140886,Venezuela, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Don't know,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable, , 
140887,Venezuela, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, , 
140888,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Somewhat bad,Improve a lot,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable, , 
140889,Venezuela, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Don't know,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
140890,Venezuela, ,Dissatisfied, , ,Very bad,Improve a lot,Somewhat good,Improve a little,Don't know,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable, , 
140891,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140892,Venezuela, ,Dissatisfied, , ,Very bad,Improve a little,Very bad,Improve a lot,Better off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, , 
140893,Venezuela, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, , 
140894,Venezuela, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140895,Venezuela, ,Satisfied, , ,Somewhat good,Improve a little,Very good,Improve a little,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, , 
140896,Venezuela, ,Dissatisfied, , ,Very bad,Remain the same,Very bad,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140897,Venezuela, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140898,Venezuela, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable, , 
140899,Venezuela, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat good,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140900,Venezuela, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
140901,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Don't know,Don't know, , 
140902,Venezuela, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140903,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140904,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable, , 
140905,Venezuela, ,Satisfied, , ,Very good,Remain the same,Very good,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Don't know,Somewhat favorable,Somewhat unfavorable,Don't know, , 
140906,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Don't know,Somewhat favorable, , 
140907,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable, , 
140908,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Very favorable,Very unfavorable, , 
140909,Venezuela, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Don't know,Don't know,Don't know,Don't know, , 
140910,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Somewhat favorable,Don't know,Very favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable, , 
140911,Venezuela, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140912,Venezuela, ,Satisfied, , ,Somewhat bad,Improve a lot,Somewhat bad,Improve a lot,Better off,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know, , 
140913,Venezuela, ,Dissatisfied, , ,Very bad,Improve a little,Very bad,Improve a little,Better off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, , 
140914,Venezuela, ,Don't know, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Very unfavorable,Don't know,Somewhat unfavorable,Don't know,Somewhat unfavorable,Don't know,Very unfavorable, , 
140915,Venezuela, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Improve a lot,Better off,Very favorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable, , 
140916,Venezuela, ,Dissatisfied, , ,Very bad,Improve a lot,Very bad,Improve a little,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
140917,Venezuela, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a lot,Better off,Very favorable,Somewhat favorable,Very favorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, , 
140918,Venezuela, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat good,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140919,Venezuela, ,Dissatisfied, , ,Very bad,Improve a little,Very bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
140920,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a lot,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140921,Venezuela, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140922,Venezuela, ,Dissatisfied, , ,Very bad,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
140923,Venezuela, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat bad,Improve a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140924,Venezuela, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Worsen a little,Better off,Very favorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140925,Venezuela, ,Dissatisfied, , ,Somewhat good,Improve a lot,Very good,Improve a lot,Same (Volunteered),Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, , 
140926,Venezuela, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Worse off,Very favorable,Very favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140927,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Very unfavorable,Very unfavorable, , 
140928,Venezuela, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Improve a lot,Worse off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very favorable,Very favorable, , 
140929,Venezuela, ,Dissatisfied, , ,Somewhat good,Improve a lot,Very bad,Improve a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140930,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140931,Venezuela, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable, , 
140932,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Somewhat favorable,Don't know,Don't know, , 
140933,Venezuela, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable, , 
140934,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Very unfavorable,Very unfavorable, , 
140935,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable, , 
140936,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable, , 
140937,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Very unfavorable,Very unfavorable, , 
140938,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable, , 
140939,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable, , 
140940,Venezuela, ,Satisfied, , ,Very good,Improve a little,Very good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable, , 
140941,Venezuela, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Same (Volunteered),Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
140942,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Very favorable,Very favorable,Very favorable, , 
140943,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable, , 
140944,Venezuela, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140945,Venezuela, ,Dissatisfied, , ,Somewhat good,Remain the same,Very good,Improve a little,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable, , 
140946,Venezuela, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable, , 
140947,Venezuela, ,Dissatisfied, , ,Somewhat good,Worsen a little,Somewhat good,Remain the same,Worse off,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable, , 
140948,Venezuela, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Don't know,Somewhat favorable,Somewhat favorable, , 
140949,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Don't know,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable, , 
140950,Venezuela, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a little,Better off,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know, , 
140951,Venezuela, ,Dissatisfied, , ,Very bad,Improve a lot,Very bad,Improve a little,Same (Volunteered),Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Don't know,Don't know, , 
140952,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Don't know,Don't know, , 
140953,Venezuela, ,Dissatisfied, , ,Very bad,Improve a lot,Very good,Improve a lot,Better off,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know, , 
140954,Venezuela, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Don't know,Don't know,Very favorable,Very favorable,Very favorable,Very favorable,Don't know, , 
140955,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know, , 
140956,Venezuela, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very favorable,Don't know,Don't know, , 
140957,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Don't know,Don't know, , 
140958,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Same (Volunteered),Very unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat favorable, , 
140959,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
140960,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
140961,Venezuela, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable, , 
140962,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Don't know,Don't know,Don't know,Don't know, , 
140963,Venezuela, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
140964,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Somewhat bad,Improve a little,Better off,Very unfavorable,Don't know,Very unfavorable,Don't know,Don't know,Don't know,Don't know, , 
140965,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable, , 
140966,Venezuela, ,Dissatisfied, , ,Very bad,Don't know,Very bad,Remain the same,Don't know,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Don't know,Somewhat favorable, , 
140967,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Same (Volunteered),Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Don't know,Don't know, , 
140968,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable, , 
140969,Venezuela, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
140970,Venezuela, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140971,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
140972,Venezuela, ,Satisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140973,Venezuela, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140974,Venezuela, ,Dissatisfied, , ,Somewhat bad,Don't know,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
140975,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140976,Venezuela, ,Dissatisfied, , ,Somewhat bad,Don't know,Somewhat good,Improve a lot,Better off,Somewhat favorable,Don't know,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
140977,Venezuela, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140978,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Better off,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable, , 
140979,Venezuela, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Don't know,Don't know,Don't know, , 
140980,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Remain the same,Better off,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable, , 
140981,Venezuela, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
140982,Venezuela, ,Dissatisfied, , ,Very bad,Don't know,Somewhat good,Remain the same,Better off,Very favorable,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
140983,Venezuela, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140984,Venezuela, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140985,Venezuela, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat good,Improve a lot,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know, , 
